"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2021-09-23","80.9","2.12","5.77","Lowther, Zac",663993,675912,,"foul",,,,,"7","Nathaniel Lowe singles on a sharp ground ball to center fielder Cedric Mullins.","R","L","L","BAL","TEX","S",,,"1","0",2021,"-1.22","-0.19","-0.66","2.14",,,,"0","2","Top",,,,,"642851",,,-3.914055099655123,-117.72029736875893,-1.0113055023250492,-10.44456983652878,24.561360584640326,-33.9823250686708,"3.55","1.63","2","54.0","-51","81.2","2719","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.76",,,,,,,,"9","2","Slider","0","0","0","0","0","0","0","0","Strategic","Standard","309","0","-0.049"
"FF","2021-09-23","89.3","1.81","5.76","Lowther, Zac",663993,675912,,"ball",,,,,"13","Nathaniel Lowe singles on a sharp ground ball to center fielder Cedric Mullins.","R","L","L","BAL","TEX","B",,,"0","0",2021,"0.93","1.35","-1.08","2.17",,,,"0","2","Top",,,,,"642851",,,-9.172124767516635,-129.71109269817416,-5.72197556733826,12.39085392813194,25.211873465126537,-15.919762161784863,"3.49","1.6",,,,"90.4","2225","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.58",,,,,,,,"9","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","141","0","0.038"
"FF","2021-09-23","91.3","1.79","5.78","Lowther, Zac",666969,675912,"strikeout","swinging_strike",,,,,"8","Adolis Garcia strikes out swinging.","R","R","L","BAL","TEX","S","2",,"2","2",2021,"0.98","1.23","-0.01","1.96",,"643396",,"2","1","Top",,,,,"642851",,,-6.718742639827696,-132.66632654296848,-6.4149502503005404,13.054710564242411,30.72011630335488,-16.407037616219768,"3.41","1.56",,,,"92","2307","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.52",,,"0","1","0","0",,"4","6","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","129","0.032","-0.258"
"CU","2021-09-23","77.6","1.74","5.81","Lowther, Zac",666969,675912,,"foul",,,,,"13","Adolis Garcia strikes out swinging.","R","R","L","BAL","TEX","S",,,"2","2",2021,"-1.14","-1.3","-0.96","1.02",,"643396",,"2","1","Top",,,,,"642851",,,-3.701886946498292,-112.95401891684205,-0.8137924763735278,-8.867676755778922,24.012505458263607,-43.28023811827031,"3.41","1.56","2","58.7","-29","77.8","2911","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.69",,,,,,,,"4","5","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","325","0","0"
"FF","2021-09-23","91.0","1.66","5.75","Lowther, Zac",666969,675912,,"called_strike",,,,,"4","Adolis Garcia strikes out swinging.","R","R","L","BAL","TEX","S",,,"2","1",2021,"0.95","1.4","-0.80","2.38",,"643396",,"2","1","Top",,,,,"642851",,,-8.334699655172676,-132.11914065142318,-5.536232075524443,12.938429171215738,30.753233871363374,-14.82855415019407,"3.57","1.77",,,,"92","2254","7.2",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.28",,,,,,,,"4","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","138","0","-0.071"
"SL","2021-09-23","80.6","2","5.76","Lowther, Zac",666969,675912,,"foul",,,,,"5","Adolis Garcia strikes out swinging.","R","R","L","BAL","TEX","S",,,"2","0",2021,"-0.83","-0.32","-0.07","2.83",,"643396",,"2","1","Top",,,,,"642851",,,-3.0478484077350676,-117.33216043659596,0.7821837567677139,-7.039714616200982,22.569991396910485,-35.48796284413282,"3.41","1.56","171","71.3","63","81.2","2481","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.77",,,,,,,,"4","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","312","0","-0.052"
"CH","2021-09-23","83.0","1.84","5.82","Lowther, Zac",666969,675912,,"ball",,,,,"14","Adolis Garcia strikes out swinging.","R","R","L","BAL","TEX","B",,,"1","0",2021,"1.19","0.89","1.03","1.10",,"643396",,"2","1","Top",,,,,"642851",,,-4.229795343309463,-120.64554506330512,-6.082329295792895,12.488973348113632,24.02800223561577,-22.528259190653902,"3.57","1.85",,,,"83.6","1946","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.73",,,,,,,,"4","2","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","129","0","0.039"
"CU","2021-09-23","74.3","1.89","5.74","Lowther, Zac",666969,675912,,"ball",,,,,"13","Adolis Garcia strikes out swinging.","R","R","L","BAL","TEX","B",,,"0","0",2021,"-1.07","-0.96","-0.98","2.57",,"643396",,"2","1","Top",,,,,"642851",,,-4.011303436790124,-107.94330379624512,2.6024808878869505,-7.457965157394119,22.23976728958492,-40.358381655850344,"3.59","1.73",,,,"74.3","2572","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.71",,,,,,,,"4","1","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","322","0","0.025"
"FF","2021-09-23","90.9","1.81","5.86","Lowther, Zac",628451,675912,"strikeout","swinging_strike",,,,,"3","Andy Ibanez strikes out swinging.","R","R","L","BAL","TEX","S","2",,"3","2",2021,"0.67","1.27","0.54","3.25",,"643396",,"1","1","Top",,,,,"642851",,,-4.692247589261453,-132.25315861504075,-3.3337059632377937,8.964954161456856,31.146907350758326,-16.80507699050956,"3.32","1.51",,,,"91.6","2249","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.56",,,"0","1","0","0",,"3","8","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","132","0.034","-0.379"
"FF","2021-09-23","91.1","1.66","5.9","Lowther, Zac",628451,675912,,"foul",,,,,"4","Andy Ibanez strikes out swinging.","R","R","L","BAL","TEX","S",,,"3","2",2021,"1.04","1.26","-0.42","2.50",,"643396",,"1","1","Top",,,,,"642851",,,-7.534006172358996,-132.35336460524516,-5.371008846695388,13.850130929180425,28.610176966729522,-16.390704312386116,"3.32","1.51","177","69.3","59","92","2226","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.58",,,,,,,,"3","7","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","138","0","0"
"FF","2021-09-23","91.0","1.68","5.77","Lowther, Zac",628451,675912,,"ball",,,,,"11","Andy Ibanez strikes out swinging.","R","R","L","BAL","TEX","B",,,"2","2",2021,"1.14","1.27","-1.09","3.04",,"643396",,"1","1","Top",,,,,"642851",,,-9.510675488667651,-132.0252835761657,-3.5964520699797875,15.459576502267277,31.908209410051075,-16.770258577809518,"3.12","1.55",,,,"91.6","2287","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.39",,,,,,,,"3","6","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","140","0","0.064"
"SL","2021-09-23","80.6","1.87","5.65","Lowther, Zac",628451,675912,,"foul",,,,,"4","Andy Ibanez strikes out swinging.","R","R","L","BAL","TEX","S",,,"2","2",2021,"-1.23","-0.04","-0.82","2.20",,"643396",,"1","1","Top",,,,,"642851",,,-3.664797942320559,-117.45911078886071,-0.987615389400441,-10.81694930685011,20.59107587302962,-32.61460650773598,"3.32","1.51","4","68.1","-27","81.7","2576","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.72",,,,,,,,"3","5","Slider","0","0","0","0","0","0","0","0","Standard","Standard","308","0","0"
"SL","2021-09-23","81.3","1.84","5.77","Lowther, Zac",628451,675912,,"ball",,,,,"13","Andy Ibanez strikes out swinging.","R","R","L","BAL","TEX","B",,,"1","2",2021,"-0.99","-0.53","-1.90","0.32",,,"643396","1","1","Top",,,,,"642851",,,-6.527563111963623,-118.1726371557858,-4.5928861571275394,-7.942793836976349,23.574769047487756,-36.37884246864324,"3.11","1.47",,,,"81.8","2752","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.71",,,,,,,,"3","4","Slider","0","0","0","0","0","0","0","0","Standard","Standard","313","-0.016","0.051"
"FF","2021-09-23","91.3","1.66","5.76","Lowther, Zac",628451,675912,,"foul",,,,,"1","Andy Ibanez strikes out swinging.","R","R","L","BAL","TEX","S",,,"1","1",2021,"0.69","1.38","-0.73","3.01",,,"643396","1","1","Top",,,,,"642851",,,-7.5904193640575945,-132.65876629073713,-4.0205239431958155,9.742130064873807,28.919781466969987,-15.239380656334248,"3.32","1.51","154","61.6","57","92.4","2097","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.43",,,,,,,,"3","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","137","0","-0.086"
"FF","2021-09-23","90.9","1.71","5.85","Lowther, Zac",628451,675912,,"swinging_strike",,,,,"1","Andy Ibanez strikes out swinging.","R","R","L","BAL","TEX","S",,,"1","0",2021,"1.12","1.22","-0.35","3.17",,,"643396","1","1","Top",,,,,"642851",,,-7.64714297712569,-132.06230439911522,-3.4105608130546434,14.730675840202107,29.494003029249555,-17.334260160577678,"3.32","1.51",,,,"91.7","2117","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.56",,,,,,,,"3","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","137","0","-0.051"
"FF","2021-09-23","90.9","1.63","5.91","Lowther, Zac",628451,675912,,"ball",,,,,"11","Andy Ibanez strikes out swinging.","R","R","L","BAL","TEX","B",,,"0","0",2021,"1.19","1.29","-0.71","3.66",,,"643396","1","1","Top",,,,,"642851",,,-8.506321591683408,-132.05823524560574,-2.497346018485034,15.749622542898635,28.116126075303253,-16.770010477732622,"3.13","1.46",,,,"91.6","2168","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.68",,,,,,,,"3","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","139","0","0.046"
"FF","2021-09-23","91.4","1.9","5.73","Lowther, Zac",643396,675912,"single","hit_into_play",,,,,"2","Isiah Kiner-Falefa singles on a ground ball to second baseman Jahmai Jones.","R","R","L","BAL","TEX","X","4","ground_ball","1","2",2021,"0.99","1.4","0.05","2.79",,,,"1","1","Top",126.42,146.44,,,"642851",,,-6.895433713838911,-132.77562096205048,-4.5209951856427795,13.28002015254018,32.11176926713012,-14.852026015818895,"3.32","1.51","11","67.2","-13","92","2269","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.44","0.077","0.082","0.9","1","1","0","2","2","6","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","136","-0.025","0.311"
"FF","2021-09-23","92.3","1.98","5.69","Lowther, Zac",643396,675912,,"foul",,,,,"6","Isiah Kiner-Falefa singles on a ground ball to second baseman Jahmai Jones.","R","R","L","BAL","TEX","S",,,"1","2",2021,"1.11","1.29","0.41","2.18",,,,"1","1","Top",,,,,"642851",,,-6.49633029479702,-134.09780134378397,-5.9617050756116905,14.873806787858333,30.199904149316477,-15.464375814611353,"3.32","1.51","115","94.8","4","93.3","2231","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.45",,,,,,,,"2","5","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","136","0","0"
"FF","2021-09-23","92.0","1.8","5.78","Lowther, Zac",643396,675912,,"ball",,,,,"13","Isiah Kiner-Falefa singles on a ground ball to second baseman Jahmai Jones.","R","R","L","BAL","TEX","B",,,"0","2",2021,"0.94","1.31","-1.53","1.34",,,,"1","1","Top",,,,,"642851",,,-10.595411408530786,-133.3024442297723,-8.325713738833022,13.460646435843913,28.832297611721174,-14.887662044824069,"3.02","1.39",,,,"93","2258","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.4",,,,,,,,"2","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","138","0","0.013"
"CU","2021-09-23","76.6","1.92","5.92","Lowther, Zac",643396,675912,,"foul",,,,,"7","Isiah Kiner-Falefa singles on a ground ball to second baseman Jahmai Jones.","R","R","L","BAL","TEX","S",,,"0","2",2021,"-0.95","-1.07","-0.62","1.86",,,,"1","1","Top",,,,,"642851",,,-3.684408040933571,-111.48572043162125,0.4980394308518077,-7.015935240610729,23.365439852263446,-41.31318699194072,"3.32","1.51","7","91.3","-17","76.7","2609","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.79",,,,,,,,"2","3","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","337","0","0"
"FF","2021-09-23","91.4","1.95","5.71","Lowther, Zac",643396,675912,,"called_strike",,,,,"5","Isiah Kiner-Falefa singles on a ground ball to second baseman Jahmai Jones.","R","R","L","BAL","TEX","S",,,"0","1",2021,"1.18","1.15","-0.24","2.54",,,,"1","1","Top",,,,,"642851",,,-8.156589171658668,-132.76569084884864,-4.603419863512068,15.767922264071416,29.48711899044242,-17.730903533284742,"3.27","1.43",,,,"92.3","2122","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.51",,,,,,,,"2","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","134","0","-0.035"
"FF","2021-09-23","91.5","1.86","5.77","Lowther, Zac",643396,675912,,"called_strike",,,,,"1","Isiah Kiner-Falefa singles on a ground ball to second baseman Jahmai Jones.","R","R","L","BAL","TEX","S",,,"0","0",2021,"0.84","1.37","-0.68","2.94",,,,"1","1","Top",,,,,"642851",,,-8.344448674542573,-132.97749827442274,-4.241599609012742,11.857160307659338,30.345534551490225,-15.25770716904974,"3.25","1.52",,,,"92.6","2287","7.2",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.34",,,,,,,,"2","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","141","0","-0.027"
"FF","2021-09-23","90.5","1.86","5.92","Lowther, Zac",665750,675912,"strikeout","swinging_strike",,,,,"12","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","S","2",,"0","2",2021,"0.96","1.2","0.44","3.73",,,,"0","1","Top",,,,,"642851",,,-5.665128729656999,-131.6708882243818,-2.0469659970893717,12.401032437170368,30.77658668966724,-18.09895424779995,"3.47","1.59",,,,"91","2213","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.64",,,"0","1","0","0",,"1","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","140","0.022","-0.151"
"FF","2021-09-23","89.8","1.89","5.74","Lowther, Zac",665750,675912,,"foul",,,,,"6","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","S",,,"0","1",2021,"1.06","1.24","0.33","2.41",,,,"0","1","Top",,,,,"642851",,,-6.219338743306733,-130.6383163489339,-4.949878950438848,13.447374281260263,27.852802297953136,-17.0815001552897,"3.47","1.59","121","73.2","17","91.1","2201","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.35",,,,,,,,"1","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","136","0","-0.052"
"FF","2021-09-23","89.0","2.05","5.75","Lowther, Zac",665750,675912,,"foul_tip",,,,,"5","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","S",,,"0","0",2021,"1.13","1.15","0.19","2.74",,,,"0","1","Top",,,,,"642851",,,-7.020755353268556,-129.37968918704328,-3.791056299678449,14.10162809398971,26.765003433244853,-18.642736543534163,"3.47","1.59",,,,"90.2","2236","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.45",,,,,,,,"1","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","136","0","-0.038"
"FF","2021-09-18","90.3","1.74","5.52","Lowther, Zac",543877,675912,"walk","ball",,,,,"7","Christian Vazquez walks.   Bobby Dalbec to 2nd.","R","R","L","BOS","BAL","B",,,"3","2",2021,"1.03","1.33","-0.29","1.60",,,"666915","1","4","Bot",,,,,"642851",,,-7.322726615682203,-131.19066432729107,-6.665138790914348,13.46505740280462,29.24661967036582,-15.508481426610384,"3.16","1.51",,,,"90.9","2233","6.8",632451,675912,"642851","663624","642162","642721","621006","623993","656775","669720","53.66",,,"0.7","1","0","0",,"36","10","4-Seam Fastball","3","3","3","3","3","3","3","3","Standard","Standard","139","0.042","0.313"
"SL","2021-09-18","82.6","1.95","5.48","Lowther, Zac",543877,675912,,"foul",,,,,"13","Christian Vazquez walks.   Bobby Dalbec to 2nd.","R","R","L","BOS","BAL","S",,,"3","2",2021,"-0.42","0.18","-0.86","1.57",,,"666915","1","4","Bot",,,,,"642851",,,-5.600340535523131,-120.17650102289193,-2.7059830955718764,-2.8632030233546124,24.534266141716817,-30.118304210733132,"3.29","1.49","21","96.1","-4","82.7","2662","6.5",632451,675912,"642851","663624","642162","642721","621006","623993","656775","669720","53.99",,,,,,,,"36","9","Slider","3","3","3","3","3","3","3","3","Standard","Standard","347","0","0"
"FF","2021-09-18","91.4","1.58","5.57","Lowther, Zac",543877,675912,,"foul",,,,,"7","Christian Vazquez walks.   Bobby Dalbec to 2nd.","R","R","L","BOS","BAL","S",,,"3","2",2021,"0.96","1.44","-0.57","1.98",,,"666915","1","4","Bot",,,,,"642851",,,-7.556130322099144,-132.66943219402603,-6.222049906373109,12.998529246496188,30.915792404789265,-14.050799769588878,"3.29","1.49","125","76.4","10","91.6","2245","6.8",632451,675912,"642851","663624","642162","642721","621006","623993","656775","669720","53.72",,,,,,,,"36","8","4-Seam Fastball","3","3","3","3","3","3","3","3","Standard","Standard","140","0","0"
"FF","2021-09-18","90.7","1.67","5.61","Lowther, Zac",543877,675912,,"foul",,,,,"11","Christian Vazquez walks.   Bobby Dalbec to 2nd.","R","R","L","BOS","BAL","S",,,"3","2",2021,"0.75","1.39","-0.35","3.63",,,"666915","1","4","Bot",,,,,"642851",,,-6.7122417322134655,-131.93031222211377,-1.9700608738541223,10.166532930660168,29.136669473462952,-15.81893394570234,"3.29","1.49","160","66.6","64","91.1","2098","6.7",632451,675912,"642851","663624","642162","642721","621006","623993","656775","669720","53.84",,,,,,,,"36","7","4-Seam Fastball","3","3","3","3","3","3","3","3","Standard","Standard","142","0","0"
"FF","2021-09-18","89.4","1.61","5.65","Lowther, Zac",543877,675912,,"foul",,,,,"5","Christian Vazquez walks.   Bobby Dalbec to 2nd.","R","R","L","BOS","BAL","S",,,"3","2",2021,"1.04","1.23","-0.03","2.07",,,"666915","1","4","Bot",,,,,"642851",,,-6.284222503855268,-130.0288571711521,-5.4495380691690665,13.087446006224662,27.28050866544637,-17.243357345986148,"3.29","1.49","180","68.2","54","90.1","2077","6.7",632451,675912,"642851","663624","642162","642721","621006","623993","656775","669720","53.76",,,,,,,,"36","6","4-Seam Fastball","3","3","3","3","3","3","3","3","Standard","Standard","144","0","0"
"CH","2021-09-18","81.5","1.65","5.64","Lowther, Zac",543877,675912,,"called_strike",,,,,"3","Christian Vazquez walks.   Bobby Dalbec to 2nd.","R","R","L","BOS","BAL","S",,,"3","1",2021,"1.04","0.76","0.66","3.19",,,"666915","1","4","Bot",,,,,"642851",,,-4.286619893406169,-118.66063553172734,-0.36055588715757503,10.681087982115642,23.412845791460033,-25.153865541598282,"3.11","1.46",,,,"82.2","1743","6.8",632451,675912,"642851","663624","642162","642721","621006","623993","656775","669720","53.68",,,,,,,,"36","5","Changeup","3","3","3","3","3","3","3","3","Standard","Standard","132","0","-0.115"
"FF","2021-09-18","87.9","1.68","5.58","Lowther, Zac",543877,675912,,"called_strike",,,,,"1","Christian Vazquez walks.   Bobby Dalbec to 2nd.","R","R","L","BOS","BAL","S",,,"3","0",2021,"0.87","1.16","-0.58","3.11",,,"666915","1","4","Bot",,,,,"642851",,,-7.374038086730374,-127.89570681014817,-2.295096682799316,11.073416115135638,25.80405836131772,-19.176993397370975,"3.06","1.39",,,,"88.8","1891","6.8",632451,675912,"642851","663624","642162","642721","621006","623993","656775","669720","53.7",,,,,,,,"36","4","4-Seam Fastball","3","3","3","3","3","3","3","3","Standard","Standard","138","0","-0.055"
