"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2021-09-12","79.7","2.11","5.64","Lowther, Zac",571875,675912,,"foul",,,,,"12","Jake Lamb strikes out swinging.","R","L","L","BAL","TOR","S",,,"2","2",2021,"-1.06","0","0.24","3.63",,,"545341","2","1","Top",,,,,"642851",,,-2.1217411855125055,-116.00059158622,2.3643889922910843,-9.163016964195373,22.284521060916692,-32.86519396955081,"3.49","1.6",,,,"80.1","2530","6.6",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.88",,,,,,,,"9","5","Slider","0","5","5","0","5","0","5","0","Infield shift","Standard","293","0","0"
"SL","2021-09-12","79.7","2.09","5.59","Lowther, Zac",571875,675912,,"ball",,,,,"13","Jake Lamb strikes out swinging.","R","L","L","BAL","TOR","B",,,"1","2",2021,"-1.51","-0.48","-3.12","1.06",,,"545341","2","1","Top",,,,,"642851",,,-8.619618852479631,-115.62213077647175,-2.100654347523808,-11.327585987992178,26.73011088884691,-36.183029804900436,"3.3","1.6",,,,"79.1","2643","6.6",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.87",,,,,,,,"9","4","Slider","0","5","5","0","5","0","5","0","Infield shift","Standard","311","0","0.037"
"FF","2021-09-12","88.2","1.95","5.78","Lowther, Zac",571875,675912,,"foul",,,,,"6","Jake Lamb strikes out swinging.","R","L","L","BAL","TOR","S",,,"1","1",2021,"1.01","1.09","0.57","2.57",,,"545341","2","1","Top",,,,,"642851",,,-5.526490939838574,-128.28957138465083,-3.9580960730506503,12.295645213976917,29.271715718528863,-19.50297089572721,"3.49","1.6","152","69.0","18","89","2158","7",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.46",,,,,,,,"9","3","4-Seam Fastball","0","5","5","0","5","0","5","0","Infield shift","Standard","139","0","-0.059"
"FF","2021-09-12","88.5","1.78","5.8","Lowther, Zac",571875,675912,,"called_strike",,,,,"4","Jake Lamb strikes out swinging.","R","L","L","BAL","TOR","S",,,"1","0",2021,"0.99","1.19","-0.56","2.28",,,"545341","2","1","Top",,,,,"642851",,,-7.862476848746158,-128.56642886748128,-4.979574572145254,12.704229409459922,28.92760668239428,-18.102847901277134,"3.3","1.6",,,,"89","2177","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.63",,,,,,,,"9","2","4-Seam Fastball","0","5","5","0","5","0","5","0","Infield shift","Standard","142","0","-0.048"
"FF","2021-09-12","88.8","1.95","5.82","Lowther, Zac",571875,675912,,"ball",,,,,"12","Jake Lamb strikes out swinging.","R","L","L","BAL","TOR","B",,,"0","0",2021,"0.79","1.43","0.16","4.38",,,"545341","2","1","Top",,,,,"642851",,,-6.103116351234404,-129.16854750837035,-0.3715410708494783,10.176568823001977,30.913162880062124,-16.535382188749384,"3.38","1.6",,,,"89.3","2137","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.55",,,,,,,,"9","1","4-Seam Fastball","0","5","5","0","5","0","5","0","Infield shift","Standard","141","0","0.036"
"SL","2021-09-12","79.4","2.16","5.72","Lowther, Zac",591971,675912,"strikeout","swinging_strike",,,,,"3","Breyvic Valera strikes out swinging.","R","R","L","BAL","TOR","S","2",,"1","2",2021,"-1.25","-0.48","0.43","2.79",,,"545341","1","1","Top",,,,,"642851",,,-1.459210391488606,-115.5603255822504,1.341373622511316,-10.810810620588626,23.51859395403283,-36.981991564416845,"3.32","1.51",,,,"79.7","2685","6.7",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.82",,,"0","1","0","0",,"8","4","Slider","0","5","5","0","5","0","5","0","Standard","Standard","303","0.009","-0.21"
"CH","2021-09-12","82.5","1.96","5.91","Lowther, Zac",591971,675912,,"ball",,,,,"14","Breyvic Valera strikes out swinging.","R","R","L","BAL","TOR","B",,,"0","2",2021,"1.06","0.57","2.08","1.53",,,"545341","1","1","Top",,,,,"642851",,,-1.7886285857566466,-120.05003909148154,-4.547846456438448,10.553968138140528,24.40735123833598,-25.995652175731315,"3.19","1.51",,,,"83.1","1911","6.8",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.7",,,,,,,,"8","3","Changeup","0","5","5","0","5","0","5","0","Standard","Standard","131","0","0.022"
"FF","2021-09-12","87.4","1.85","5.85","Lowther, Zac",591971,675912,,"called_strike",,,,,"2","Breyvic Valera strikes out swinging.","R","R","L","BAL","TOR","S",,,"0","1",2021,"0.91","1.26","0.02","3.40",,,"545341","1","1","Top",,,,,"642851",,,-6.3832203917634835,-127.04515447571748,-2.297430352024407,11.276933386172443,28.91023657785064,-18.351373290660355,"3.32","1.51",,,,"88","2125","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.55",,,,,,,,"8","2","4-Seam Fastball","0","5","5","0","5","0","5","0","Standard","Standard","144","0","-0.064"
"FF","2021-09-12","87.9","1.89","5.8","Lowther, Zac",591971,675912,,"called_strike",,,,,"2","Breyvic Valera strikes out swinging.","R","R","L","BAL","TOR","S",,,"0","0",2021,"1.09","1.04","0.25","3.19",,,"545341","1","1","Top",,,,,"642851",,,-6.30586789572123,-127.77431401972984,-2.26748236432073,13.346445396849171,30.765028050808848,-20.665017320729156,"3.21","1.51",,,,"88.1","2175","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.65",,,,,,,,"8","1","4-Seam Fastball","0","5","5","0","5","0","5","0","Standard","Standard","141","0","-0.048"
"FF","2021-09-12","88.1","1.78","5.8","Lowther, Zac",643376,675912,"field_out","hit_into_play",,,,,"2","Danny Jansen pops out to first baseman Ryan Mountcastle.","R","R","L","BAL","TOR","X","3","popup","0","1",2021,"1.02","1.27","0.01","3.55",,,"545341","0","1","Top",133.91,194.54,,,"642851",,,-6.499879483513847,-128.183585492956,-2.0051391391131883,12.574217507157831,27.7592931304694,-17.976904513951126,"3.47","1.59","29","90.1","81","89.1","2081","7",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.5","0.006","0.005","0","1","0","0","3","7","2","4-Seam Fastball","0","5","5","0","5","0","5","0","Standard","Standard","138","0.01","-0.331"
"CH","2021-09-12","81.0","1.79","5.92","Lowther, Zac",643376,675912,,"swinging_strike",,,,,"14","Danny Jansen pops out to first baseman Ryan Mountcastle.","R","R","L","BAL","TOR","S",,,"0","0",2021,"1.01","0.79","0.42","1.42",,,"545341","0","1","Top",,,,,"642851",,,-5.019316736654653,-117.8214424363517,-4.912452853414447,10.336658733011172,24.223614574728884,-24.0497749105337,"3.47","1.59",,,,"81.5","1973","6.8",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.68",,,,,,,,"7","1","Changeup","0","5","5","0","5","0","5","0","Standard","Standard","131","0","-0.057"
"FF","2021-09-12","88.5","1.96","5.75","Lowther, Zac",545341,675912,"single","hit_into_play",,,,,"4","Randal Grichuk singles on a ground ball to left fielder Ryan McKenna.","R","R","L","BAL","TOR","X","7","ground_ball","0","1",2021,"0.95","1.21","-0.80","2.66",,,,"0","1","Top",107.7,122.71,,,"642851",,,-8.81494156536837,-128.6043810378659,-3.9945236610488917,12.374104970480182,27.976847125476525,-18.140312237403293,"3.47","1.59","71","90.7","2","89.2","2262","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.59","0.394","0.383","0.9","1","1","0","2","6","2","4-Seam Fastball","0","5","5","0","5","0","5","0","Standard","Standard","140","-0.011","0.441"
"FF","2021-09-12","88.9","1.82","5.89","Lowther, Zac",545341,675912,,"foul",,,,,"4","Randal Grichuk singles on a ground ball to left fielder Ryan McKenna.","R","R","L","BAL","TOR","S",,,"0","0",2021,"0.98","1.24","-0.37","2.69",,,,"0","1","Top",,,,,"642851",,,-7.515263689288724,-129.08631977480118,-4.387568285489199,12.602416432872324,29.571848348872944,-17.564058376424846,"3.47","1.59","184","64.5","48","89.4","2176","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.58",,,,,,,,"6","1","4-Seam Fastball","0","5","5","0","5","0","5","0","Standard","Standard","139","0","-0.038"
"FF","2021-09-12","88.5","2","5.84","Lowther, Zac",666971,675912,"home_run","hit_into_play",,,,,"5","Lourdes Gurriel hits a grand slam (18) to right center field.   Marcus Semien scores.    Vladimir Guerrero scores.    Teoscar Hernandez scores.","R","R","L","BAL","TOR","X",,"fly_ball","0","0",2021,"1.04","1.21","0.11","2.47","543760","665489","606192","0","1","Top",178.91,54.07,,,"642851",,,-6.863012735648483,-128.69214079745933,-4.673193576726541,13.044920982315686,28.369366833166502,-17.930717570888902,"3.55","1.63","401","102.0","31","89.2","2141","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.59","0.714","1.386","2","1","0","3","6","5","1","4-Seam Fastball","0","1","1","0","5","0","5","0","Standard","Standard","137","-0.144","2.058"
"CU","2021-09-12","74.5","1.83","5.74","Lowther, Zac",606192,675912,"hit_by_pitch","hit_by_pitch",,,,,"13","Teoscar Hernandez hit by pitch.    Bo Bichette scores.    Marcus Semien to 3rd.    Vladimir Guerrero to 2nd.","R","R","L","BAL","TOR","B",,,"0","0",2021,"-1.27","-1.16","-3.03","1.44","666182","543760","665489","0","1","Top",,,,,"642851",,,-7.789316217852345,-108.13052667912189,0.6448748758786107,-8.137514984797903,23.017783384895296,-41.546801197386046,"3.47","1.59",,,,"74.4","2709","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.65",,,"0.7","1","0","0",,"4","1","Curveball","0","0","0","0","1","0","1","0","Standard","Standard","324","-0.081","0.999"
"FF","2021-09-12","90.5","1.92","5.77","Lowther, Zac",665489,675912,"walk","ball",,,,,"11","Vladimir Guerrero walks.   Bo Bichette to 3rd.    Marcus Semien to 2nd.","R","R","L","BAL","TOR","B",,,"3","2",2021,"0.95","1.12","-0.44","3.75",,"666182","543760","0","1","Top",,,,,"642851",,,-8.028739157964978,-131.4606470749255,-1.457748606398555,12.826730257174919,30.078460598112468,-19.108935246360677,"3.55","1.59",,,,"91.3","2081","7",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.46",,,"0.7","1","0","0",,"3","6","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","139","-0.075","0.672"
"CH","2021-09-12","81.8","1.75","5.95","Lowther, Zac",665489,675912,,"swinging_strike",,,,,"13","Vladimir Guerrero walks.   Bo Bichette to 3rd.    Marcus Semien to 2nd.","R","R","L","BAL","TOR","S",,,"3","1",2021,"1.11","0.68","-0.27","1.23",,"666182","543760","0","1","Top",,,,,"642851",,,-6.758987237454462,-118.92826900062047,-5.4097654720358355,11.866229894155722,22.878436440985066,-24.85335208554265,"3.47","1.59",,,,"82.4","1966","6.8",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.74",,,,,,,,"3","5","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","134","0","-0.169"
"FF","2021-09-12","90.0","1.85","5.83","Lowther, Zac",665489,675912,,"called_strike",,,,,"8","Vladimir Guerrero walks.   Bo Bichette to 3rd.    Marcus Semien to 2nd.","R","R","L","BAL","TOR","S",,,"3","0",2021,"1.02","1.16","0.06","2.22",,"666182","543760","0","1","Top",,,,,"642851",,,-6.710185892192798,-130.74676494251273,-5.458019515086668,13.155429344716218,29.202748453169306,-17.957771591750827,"3.6","1.59",,,,"91","2115","7.1",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.4",,,,,,,,"3","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","139","0","-0.189"
"FF","2021-09-12","89.7","1.77","5.86","Lowther, Zac",665489,675912,,"ball",,,,,"3","Vladimir Guerrero walks.   Bo Bichette to 3rd.    Marcus Semien to 2nd.","R","R","L","BAL","TOR","B",,,"2","0",2021,"1.05","1.27","0.38","3.46",,"666182","543760","0","1","Top",,,,,"642851",,,-5.721055707595424,-130.53237729257654,-2.6402403888254122,13.259544860332879,28.433597501083394,-17.292486536485733,"3.66","1.59",,,,"90.6","2083","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.56",,,,,,,,"3","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","143","0","0.303"
"CH","2021-09-12","81.5","1.57","6","Lowther, Zac",665489,675912,,"blocked_ball",,,,,"13","Vladimir Guerrero walks.   Bo Bichette to 3rd.    Marcus Semien to 2nd.","R","R","L","BAL","TOR","B",,,"1","0",2021,"1.08","0.8","-0.70","0.58",,"666182","543760","0","1","Top",,,,,"642851",,,-7.245855956093399,-118.2335904672433,-7.126366558835997,11.540464273123106,23.494619232531218,-23.423640866464766,"3.58","1.59",,,,"82","1962","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.59",,,,,,,,"3","2","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","137","0","0.181"
"CH","2021-09-12","81.8","1.8","5.96","Lowther, Zac",665489,675912,,"ball",,,,,"12","Vladimir Guerrero walks.   Bo Bichette to 3rd.    Marcus Semien to 2nd.","R","R","L","BAL","TOR","B",,,"0","0",2021,"1.17","0.9","1.30","3.40",,"666182","543760","0","1","Top",,,,,"642851",,,-3.412008935506723,-119.09108807251754,-0.9252578527098363,11.747361052386545,23.693784703205417,-23.70541712992924,"3.63","1.59",,,,"82.5","1896","6.8",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.72",,,,,,,,"3","1","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","130","0","0.079"
"FF","2021-09-12","87.6","1.98","5.75","Lowther, Zac",543760,675912,"walk","ball",,,,,"12","Marcus Semien walks.   Bo Bichette to 2nd.","R","R","L","BAL","TOR","B",,,"3","0",2021,"1.21","1.14","1.17","2.52",,,"666182","0","1","Top",,,,,"642851",,,-4.510037225581514,-127.44399018477318,-4.044013167452683,14.081679033898416,27.24959842528708,-19.079957980742282,"3.24","1.53",,,,"88.3","2070","6.8",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.69",,,"0.7","1","0","0",,"2","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","137","-0.052","0.234"
"SL","2021-09-12","78.9","2.24","5.7","Lowther, Zac",543760,675912,,"ball",,,,,"7","Marcus Semien walks.   Bo Bichette to 2nd.","R","R","L","BAL","TOR","B",,,"2","0",2021,"-1.12","-0.46","-0.47","1.50",,,"666182","0","1","Top",,,,,"642851",,,-3.830679377374517,-114.82126419303627,-1.4166025139751974,-9.049486477802093,22.959197995960775,-36.20580570783116,"3.26","1.61",,,,"78.9","2766","6.5",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","54.01",,,,,,,,"2","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","314","0","0.226"
"CU","2021-09-12","71.5","1.99","5.78","Lowther, Zac",543760,675912,,"ball",,,,,"12","Marcus Semien walks.   Bo Bichette to 2nd.","R","R","L","BAL","TOR","B",,,"1","0",2021,"-1.41","-0.94","0.54","3.91",,,"666182","0","1","Top",,,,,"642851",,,-0.46196819294814273,-103.78690076492693,5.599595763002911,-9.980248901841536,20.827352825863656,-40.21906601276486,"3.29","1.53",,,,"71","2620","6.5",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","54.03",,,,,,,,"2","2","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","320","0","0.11"
"FF","2021-09-12","88.9","1.87","5.82","Lowther, Zac",543760,675912,,"ball",,,,,"13","Marcus Semien walks.   Bo Bichette to 2nd.","R","R","L","BAL","TOR","B",,,"0","0",2021,"1.08","1.37","-0.90","2.23",,,"666182","0","1","Top",,,,,"642851",,,-9.13379264371457,-129.02822237051322,-5.635578604874912,14.010498464405547,28.39600950167285,-15.854438950457158,"3.34","1.53",,,,"89.5","2145","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.55",,,,,,,,"2","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","149","0","0.055"
"CU","2021-09-12","73.3","1.94","5.85","Lowther, Zac",666182,675912,"single","hit_into_play",,,,,"2","Bo Bichette singles on a sharp line drive to right fielder Austin Hays.","R","R","L","BAL","TOR","X","9","line_drive","0","2",2021,"-1.35","-1.14","0.15","3.42",,,,"0","1","Top",178.89,87.9,,,"642851",,,-1.2694469137325122,-106.43287250117652,4.598761693355534,-9.85699042246996,21.671146359963174,-41.88248266985394,"3.37","1.53","217","103.1","11","73.2","2579","6.8",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.72","0.883","0.843","0.9","1","1","0","4","1","3","Curveball","0","0","0","0","0","0","0","0","Strategic","Strategic","325","-0.036","0.492"
"FF","2021-09-12","87.2","1.82","5.95","Lowther, Zac",666182,675912,,"foul",,,,,"12","Bo Bichette singles on a sharp line drive to right fielder Austin Hays.","R","R","L","BAL","TOR","S",,,"0","1",2021,"0.83","1.42","0.61","3.61",,,,"0","1","Top",,,,,"642851",,,-4.664211503755092,-126.96174832737537,-2.3835378424653344,9.902546084576977,26.750600166352772,-16.577624516117673,"3.37","1.53","299","98.5","18","88.1","2039","6.9",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.59",,,,,,,,"1","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Standard","140","0","-0.052"
"FF","2021-09-12","87.5","1.94","5.94","Lowther, Zac",666182,675912,,"foul",,,,,"5","Bo Bichette singles on a sharp line drive to right fielder Austin Hays.","R","R","L","BAL","TOR","S",,,"0","0",2021,"0.84","1.27","0.25","2.60",,,,"0","1","Top",,,,,"642851",,,-5.89027150243371,-127.27351604596119,-4.568502850187818,10.300968294068003,26.224481330614847,-17.635190418871453,"3.37","1.53","200","73.4","23","88.5","2019","7",632498,675912,"642851","663624","602104","642721","622761","663630","656775","669720","53.53",,,,,,,,"1","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Standard","145","0","-0.038"
"FF","2021-09-06","88.8","1.94","5.67","Lowther, Zac",467793,675912,"field_out","hit_into_play",,,,,"2","Carlos Santana flies out to center fielder Ryan McKenna.","R","R","L","BAL","KC","X","8","fly_ball","1","1",2021,"1.05","1.41","-0.03","2.84",,,,"2","6","Top",125.89,187.64,,,"642851",,,-7.141501663767339,-129.02762420361395,-3.805507935768447,13.239509712408664,29.291093578547255,-15.899392524194862,"3.32","1.51","315","86.9","36","89.7","2160","7.1",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.37","0.023","0.028","0","1","0","0","3","44","3","4-Seam Fastball","2","1","1","2","1","2","1","2","Standard","Standard","142","0.017","-0.099"
"FF","2021-09-06","91.0","1.99","5.73","Lowther, Zac",467793,675912,,"ball",,,,,"11","Carlos Santana flies out to center fielder Ryan McKenna.","R","R","L","BAL","KC","B",,,"0","1",2021,"0.92","1.27","-0.33","4.55",,,,"2","6","Top",,,,,"642851",,,-7.901489369422703,-132.28350988885293,0.2730294360240807,12.564306174372105,30.87237929939853,-17.630706841433952,"3.72","1.76",,,,"91.9","2148","7.1",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.42",,,,,,,,"44","2","4-Seam Fastball","2","1","1","2","1","2","1","2","Standard","Standard","139","0","0.014"
"CU","2021-09-06","74.3","1.8","5.78","Lowther, Zac",467793,675912,,"called_strike",,,,,"1","Carlos Santana flies out to center fielder Ryan McKenna.","R","R","L","BAL","KC","S",,,"0","0",2021,"-1.16","-1.08","-0.37","3.40",,,,"2","6","Top",,,,,"642851",,,-2.4236127480082543,-107.8899792432986,4.452333285329093,-8.428072385488628,21.920952194188104,-41.634357555859324,"3.64","1.71","3",,,"74.4","2371","6.8",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.66",,,,,,,,"44","1","Curveball","2","1","1","2","1","2","1","2","Standard","Standard","326","0","-0.018"
"CH","2021-09-06","82.4","1.64","6.01","Lowther, Zac",658668,675912,"field_out","hit_into_play",,,,,"6","Edward Olivares flies out to left fielder Austin Hays.","R","R","L","BAL","KC","X","7","fly_ball","2","1",2021,"0.79","1.08","0.43","2.29",,,,"1","6","Top",101.88,108.91,,,"642851",,,-4.320930802934251,-119.81853425268099,-4.016960343342136,8.418596132393262,24.87334545480033,-21.21653266993279,"3.47","1.59","234","93.2","58","83","1734","6.9",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.62","0.009","0.009","0","1","0","0","3","43","4","Changeup","2","1","1","2","1","2","1","2","Standard","Standard","136","0.026","-0.195"
"CH","2021-09-06","82.9","1.58","5.92","Lowther, Zac",658668,675912,,"called_strike",,,,,"13","Edward Olivares flies out to left fielder Austin Hays.","R","R","L","BAL","KC","S",,,"2","0",2021,"0.99","1.23","-0.95","1.90",,,,"1","6","Top",,,,,"642851",,,-7.815480857992914,-120.35246375571136,-5.080841323102468,11.184749708845029,25.227477282226733,-19.431722560636164,"3.45","1.65",,,,"83.5","1964","7",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.49",,,,,,,,"43","3","Changeup","2","1","1","2","1","2","1","2","Standard","Standard","139","0","-0.044"
"CU","2021-09-06","75.4","1.82","5.76","Lowther, Zac",658668,675912,,"ball",,,,,"13","Edward Olivares flies out to left fielder Austin Hays.","R","R","L","BAL","KC","B",,,"1","0",2021,"-0.79","-1.17","-1.09","1.18",,,,"1","6","Top",,,,,"642851",,,-4.69019349043786,-109.67844108371017,-0.20258908561480715,-5.441252150205144,21.539033834958527,-41.74031071673073,"3.47","1.61",,,,"76","2500","7",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.51",,,,,,,,"43","2","Curveball","2","1","1","2","1","2","1","2","Standard","Standard","329","0","0.05"
"CH","2021-09-06","81.6","1.82","5.86","Lowther, Zac",658668,675912,,"ball",,,,,"14","Edward Olivares flies out to left fielder Austin Hays.","R","R","L","BAL","KC","B",,,"0","0",2021,"1.06","0.89","1.04","1.16",,,,"1","6","Top",,,,,"642851",,,-3.851780205530564,-118.8112817819863,-5.82060379893138,10.782915947039921,21.270226519820714,-22.864454557701702,"3.52","1.65",,,,"82.9","1877","7",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.51",,,,,,,,"43","1","Changeup","2","1","1","2","1","2","1","2","Standard","Standard","130","0","0.026"
"CU","2021-09-06","74.1","1.89","5.72","Lowther, Zac",521692,675912,"field_out","hit_into_play",,,,,"6","Salvador Perez flies out to right fielder Anthony Santander.","R","R","L","BAL","KC","X","9","fly_ball","2","0",2021,"-0.94","-1.25","0.44","2.39",,,,"0","6","Top",156.14,65.74,,,"642851",,,-1.3329252494999317,-107.73822437813722,2.816194006904815,-6.917205545704521,22.077077855408564,-42.6066108721607,"3.49","1.6","338","97.9","45","74.2","2549","6.8",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.69","0.029","0.051","0","1","0","0","3","42","3","Curveball","2","1","1","2","1","2","1","2","Standard","Standard","324","0.036","-0.349"
"CU","2021-09-06","73.2","2.09","5.83","Lowther, Zac",521692,675912,,"ball",,,,,"12","Salvador Perez flies out to right fielder Anthony Santander.","R","R","L","BAL","KC","B",,,"1","0",2021,"-1.13","-1.03","0.29","4.19",,,,"0","6","Top",,,,,"642851",,,-1.684746636291843,-106.24867104507156,6.048271788497964,-8.101279394886173,21.59312112595753,-41.33418625357823,"3.69","1.68",,,,"73.1","2368","6.8",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.69",,,,,,,,"42","2","Curveball","2","1","1","2","1","2","1","2","Standard","Standard","323","0","0.07"
"FF","2021-09-06","88.5","1.89","5.7","Lowther, Zac",521692,675912,,"ball",,,,,"3","Salvador Perez flies out to right fielder Anthony Santander.","R","R","L","BAL","KC","B",,,"0","0",2021,"0.99","1.13","0.33","3.70",,,,"0","6","Top",,,,,"642851",,,-5.972374794128664,-128.76326740287087,-1.0943662364904971,12.31216081358416,29.671017376232975,-19.73175997320372,"3.7","1.78",,,,"89.2","1995","7",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.53",,,,,,,,"42","1","4-Seam Fastball","2","1","1","2","1","2","1","2","Standard","Standard","133","0","0.038"
"CU","2021-09-06","76.5","1.92","5.75","Lowther, Zac",670032,675912,"field_out","hit_into_play",,,,,"13","Nicky Lopez grounds out, second baseman Jahmai Jones to first baseman Ryan Mountcastle.","R","L","L","BAL","KC","X","4","ground_ball","1","2",2021,"-1.03","-1.06","-1.46","2.37",,,,"2","5","Top",129.41,172.69,,,"642851",,,-5.314990707612921,-111.18404229349248,1.960199814224205,-7.399415910102106,22.11848458920586,-41.566865375267405,"3.32","1.51","9","66.3","-15","76.9","2807","6.9",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.58","0.06","0.057","0","1","0","0","2","36","4","Curveball","1","1","1","1","1","1","1","1","Standard","Standard","324","0.014","-0.073"
"FF","2021-09-06","90.0","1.99","5.6","Lowther, Zac",670032,675912,,"called_strike",,,,,"8","Nicky Lopez grounds out, second baseman Jahmai Jones to first baseman Ryan Mountcastle.","R","L","L","BAL","KC","S",,,"1","1",2021,"1.16","1.17","0.02","1.88",,,,"2","5","Top",,,,,"642851",,,-7.4810111522920355,-130.7047688419295,-5.803448428890972,14.886788948958356,27.914343702888903,-17.745261081010998,"3.19","1.43",,,,"91.4","2245","7.3",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.21",,,,,,,,"36","3","4-Seam Fastball","1","1","1","1","1","1","1","1","Standard","Standard","136","0","-0.027"
"FF","2021-09-06","89.0","1.97","5.63","Lowther, Zac",670032,675912,,"foul",,,,,"5","Nicky Lopez grounds out, second baseman Jahmai Jones to first baseman Ryan Mountcastle.","R","L","L","BAL","KC","S",,,"1","0",2021,"0.97","0.99","0.04","2.38",,,,"2","5","Top",,,,,"642851",,,-6.895387781134236,-129.4321849038936,-4.0221977544661005,12.408577043522797,28.867670544854494,-20.37854792492588,"3.32","1.51","3","67.1","-38","90.1","2072","7.2",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.32",,,,,,,,"36","2","4-Seam Fastball","1","1","1","1","1","1","1","1","Standard","Standard","131","0","-0.02"
"CH","2021-09-06","83.9","1.84","5.72","Lowther, Zac",670032,675912,,"ball",,,,,"13","Nicky Lopez grounds out, second baseman Jahmai Jones to first baseman Ryan Mountcastle.","R","L","L","BAL","KC","B",,,"0","0",2021,"1.24","0.5","-1.11","1.22",,,,"2","5","Top",,,,,"642851",,,-9.416359842577899,-121.76714679551,-4.998913942581206,14.19395369416081,24.77200363056132,-26.342834966371942,"3.13","1.28",,,,"85","1856","7.2",632658,675912,"642851","663624","663330","642721","622761","669720","663630","623993","53.28",,,,,,,,"36","1","Changeup","1","1","1","1","1","1","1","1","Standard","Standard","132","0","0.016"
